titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude
Apartamento em Olarias,"Rua Comendador Miró, 1019 - Olarias",60672,30,1,1,0,Olarias,-25.09754488386353,-50.14213891173305
Apartamento em Boa Vista,"Av. Vicente Machado, 1496 - Boa Vista",154085,71,2,2,1,Boa Vista,-25.05738909506812,-50.15395231143157
Apartamento em Santa Paula,"Rua Paula Xavier, 96 - Santa Paula",181666,62,2,1,1,Santa Paula,-25.128946879788543,-50.18357466365196
Apartamento em Oficinas,"Rua Comendador Miró, 233 - Oficinas",144900,45,1,1,0,Oficinas,-25.116206846780344,-50.146231259333746
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1276 - Ronda",122313,42,1,1,0,Ronda,-25.1026497237416,-50.18294653018191
Apartamento em Chapada,"Rua Comendador Miró, 509 - Chapada",271825,64,2,1,1,Chapada,-25.0432860530861,-50.165006274959715
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1601 - Olarias",91596,45,1,1,0,Olarias,-25.101056950695344,-50.13603863858194
Apartamento em Centro,"Av. Carlos Cavalcanti, 1056 - Centro",393707,81,2,2,1,Centro,-25.090259756988157,-50.16952455042735
Apartamento em Contorno,"Av. Vicente Machado, 1228 - Contorno",193427,57,3,1,1,Contorno,-25.121135851770177,-50.20077447545792
Apartamento em Orfãs,"Av. Vicente Machado, 1807 - Orfãs",323899,117,3,2,2,Orfãs,-25.07099617376722,-50.16836546547669
Apartamento em Neves,"Rua Comendador Miró, 1674 - Neves",172682,68,2,1,1,Neves,-25.04686175487117,-50.14553947786838
Apartamento em Oficinas,"Rua Balduino Taques, 2023 - Oficinas",213991,74,2,2,1,Oficinas,-25.11315294680026,-50.146193215616314
Apartamento em Santa Paula,"Rua Paula Xavier, 2948 - Santa Paula",82466,30,1,1,0,Santa Paula,-25.12658573650329,-50.18444299460738
Apartamento em Vila Estrela,"Rua Comendador Miró, 1078 - Vila Estrela",1203436,150,4,3,2,Vila Estrela,-25.11341475314223,-50.14838467999061
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 2476 - Jardim Sabara",85107,39,2,1,0,Jardim Sabara,-25.044137718912104,-50.17755027839734
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2857 - Olarias",155570,56,2,1,1,Olarias,-25.099155988007432,-50.13930704596516
Apartamento em Centro,"Rua Comendador Miró, 2637 - Centro",536749,97,3,2,1,Centro,-25.090168201886165,-50.158491553100305
Apartamento em Estrela,"Rua Comendador Miró, 567 - Estrela",408636,102,3,2,2,Estrela,-25.10608882594288,-50.151440855707065
Apartamento em Centro,"Rua Comendador Miró, 1261 - Centro",345277,59,2,1,1,Centro,-25.090313817733,-50.17074910804377
Apartamento em Neves,"Rua Balduino Taques, 656 - Neves",319514,89,2,2,1,Neves,-25.04940852934295,-50.14359087273855
Apartamento em Ronda,"Rua Comendador Miró, 542 - Ronda",190822,38,1,1,0,Ronda,-25.098031437919,-50.18749314090147
Apartamento em Vila Estrela,"Rua Paula Xavier, 1859 - Vila Estrela",209208,39,1,1,0,Vila Estrela,-25.11013720165344,-50.146548981701685
Apartamento em Santa Paula,"Av. Vicente Machado, 1077 - Santa Paula",135355,46,1,1,0,Santa Paula,-25.133829677589606,-50.18215144522413
Apartamento em Estrela,"Rua Paula Xavier, 1164 - Estrela",282019,52,2,1,1,Estrela,-25.1072343572478,-50.15955694554598
Apartamento em Orfãs,"Rua Paula Xavier, 755 - Orfãs",103216,57,3,1,1,Orfãs,-25.067675607556748,-50.17102960630773
Apartamento em Jardim America,"Rua do Rosario, 929 - Jardim America",62533,68,2,1,1,Jardim America,-25.111518640863,-50.141062817180156
Apartamento em Centro,"Rua do Rosario, 2660 - Centro",173116,91,3,2,1,Centro,-25.092283085847154,-50.16544702434098
Apartamento em Ronda,"Av. Carlos Cavalcanti, 822 - Ronda",41049,49,1,1,0,Ronda,-25.101939802613728,-50.18095962127513
Apartamento em Boa Vista,"Av. Vicente Machado, 213 - Boa Vista",228882,60,2,1,1,Boa Vista,-25.06137651119502,-50.16194436725475
Apartamento em Jardim America,"Rua do Rosario, 1075 - Jardim America",97697,54,2,1,1,Jardim America,-25.110582902247373,-50.14359575045755
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 706 - Jardim Carvalho",542918,108,4,2,2,Jardim Carvalho,-25.080414465721923,-50.152233296355334
Apartamento em Nova Russia,"Rua do Rosario, 1792 - Nova Russia",91423,65,3,1,1,Nova Russia,-25.087890642511656,-50.181826411096665
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 495 - Santo Antonio",15141,45,1,1,0,Santo Antonio,-25.06749044477146,-50.12081934629856
Apartamento em Ronda,"Av. Vicente Machado, 1100 - Ronda",139219,66,2,1,1,Ronda,-25.09980414781382,-50.1854021612365
Apartamento em Contorno,"Av. Carlos Cavalcanti, 543 - Contorno",88133,35,1,1,0,Contorno,-25.123166743138338,-50.198619955339105
Apartamento em Vila Estrela,"Rua do Rosario, 892 - Vila Estrela",341683,97,3,2,1,Vila Estrela,-25.10914835783554,-50.149730870029266
Apartamento em Contorno,"Av. Vicente Machado, 1723 - Contorno",109653,45,1,1,0,Contorno,-25.117612966622545,-50.20320848141167
Apartamento em Estrela,"Av. Vicente Machado, 127 - Estrela",247571,82,2,2,1,Estrela,-25.107463486176638,-50.15493915565023
Apartamento em Contorno,"Av. Vicente Machado, 2540 - Contorno",110549,53,2,1,1,Contorno,-25.126335526193408,-50.19661448918549
Apartamento em Santo Antonio,"Rua Paula Xavier, 2397 - Santo Antonio",148258,35,1,1,0,Santo Antonio,-25.060047622016807,-50.120672577070685
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 555 - Santo Antonio",70278,69,3,1,1,Santo Antonio,-25.05772077123204,-50.12134623792185
Apartamento em Neves,"Av. Carlos Cavalcanti, 2823 - Neves",95897,49,1,1,0,Neves,-25.05059343900344,-50.141589168306126
Apartamento em Orfãs,"Rua Comendador Miró, 1743 - Orfãs",165849,61,2,1,1,Orfãs,-25.069538304580153,-50.16840981534598
Apartamento em Boa Vista,"Rua do Rosario, 250 - Boa Vista",260739,69,3,1,1,Boa Vista,-25.066881673907286,-50.16224118987845
Apartamento em Oficinas,"Av. Vicente Machado, 1938 - Oficinas",187575,43,1,1,0,Oficinas,-25.111399595183585,-50.14267562464562
Apartamento em Chapada,"Rua Comendador Miró, 2460 - Chapada",47372,30,1,1,0,Chapada,-25.040006460030185,-50.17555911695264
Apartamento em Oficinas,"Rua do Rosario, 2548 - Oficinas",236774,88,3,2,1,Oficinas,-25.115399244561235,-50.150053279460735
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2759 - Jardim America",148591,51,2,1,1,Jardim America,-25.112145485105568,-50.13877806322566
Apartamento em Chapada,"Rua do Rosario, 178 - Chapada",109215,44,2,1,0,Chapada,-25.03413499398567,-50.168588858516806
Apartamento em Estrela,"Rua do Rosario, 2028 - Estrela",307494,83,2,2,1,Estrela,-25.106837419363917,-50.15881018651178
Apartamento em Neves,"Av. Vicente Machado, 377 - Neves",71230,59,2,1,1,Neves,-25.044686126213247,-50.137258932514435
Apartamento em Neves,"Av. Carlos Cavalcanti, 590 - Neves",155805,48,1,1,0,Neves,-25.05261008338616,-50.13547191488574
Apartamento em Boa Vista,"Rua Balduino Taques, 533 - Boa Vista",388691,127,4,3,2,Boa Vista,-25.063689067063756,-50.16043952925105
Apartamento em Santa Paula,"Rua Paula Xavier, 1486 - Santa Paula",147408,61,2,1,1,Santa Paula,-25.1303220463792,-50.18254600199287
Apartamento em Vila Estrela,"Rua Paula Xavier, 2520 - Vila Estrela",373719,96,3,2,1,Vila Estrela,-25.109935328495627,-50.15197220659911
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 685 - Boa Vista",163488,57,2,1,1,Boa Vista,-25.06020785021724,-50.15934039782992
Apartamento em Neves,"Av. Carlos Cavalcanti, 629 - Neves",97686,58,2,1,1,Neves,-25.054221886094464,-50.1385585268791
Apartamento em Olarias,"Rua Comendador Miró, 2617 - Olarias",227524,62,2,1,1,Olarias,-25.098810924183393,-50.14010664431944
Apartamento em Santo Antonio,"Av. Vicente Machado, 233 - Santo Antonio",163479,50,3,1,1,Santo Antonio,-25.06126652848838,-50.11959038561608
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1075 - Ronda",182895,59,3,1,1,Ronda,-25.100741906731802,-50.187360070180794
Apartamento em Estrela,"Av. Carlos Cavalcanti, 485 - Estrela",186083,73,2,2,1,Estrela,-25.1063528002847,-50.150499479000935
Apartamento em Santa Paula,"Rua Paula Xavier, 2914 - Santa Paula",76798,45,2,1,0,Santa Paula,-25.12962588610231,-50.179879768183795
Apartamento em Olarias,"Av. Carlos Cavalcanti, 470 - Olarias",156436,59,2,1,1,Olarias,-25.098490329884086,-50.144219286397856
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 844 - Jardim Carvalho",440612,137,4,3,2,Jardim Carvalho,-25.08258979479193,-50.152851662396216
Apartamento em Contorno,"Av. Vicente Machado, 2093 - Contorno",130134,44,2,1,0,Contorno,-25.11979183949174,-50.20070244338553
Apartamento em Boa Vista,"Rua Comendador Miró, 2408 - Boa Vista",66036,52,2,1,1,Boa Vista,-25.057458743849566,-50.16129921465462
Apartamento em Orfãs,"Rua Balduino Taques, 2164 - Orfãs",207675,68,2,1,1,Orfãs,-25.07442352243764,-50.1721167124662
Apartamento em Estrela,"Rua Balduino Taques, 1018 - Estrela",112927,36,1,1,0,Estrela,-25.107487795382934,-50.1588460673603
Apartamento em Santa Paula,"Rua Paula Xavier, 116 - Santa Paula",107276,49,1,1,0,Santa Paula,-25.12584713262941,-50.17855039843201
Apartamento em Contorno,"Rua Comendador Miró, 509 - Contorno",132304,44,1,1,0,Contorno,-25.120788271050532,-50.20114907678989
Apartamento em Jardim America,"Rua Balduino Taques, 1335 - Jardim America",115288,30,1,1,0,Jardim America,-25.112474658296858,-50.136324655882696
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 2908 - Jardim Carvalho",571273,82,3,2,1,Jardim Carvalho,-25.080762542676858,-50.15304221922568
Apartamento em Santa Paula,"Rua Paula Xavier, 2443 - Santa Paula",175321,55,2,1,1,Santa Paula,-25.12906418343536,-50.18110817796257
Apartamento em Centro,"Rua Balduino Taques, 2697 - Centro",516618,77,2,2,1,Centro,-25.08965752467909,-50.163743909974265
Apartamento em Santo Antonio,"Rua Comendador Miró, 2341 - Santo Antonio",134551,83,2,2,1,Santo Antonio,-25.055192274595118,-50.12198820972307
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 2646 - Jardim Carvalho",473318,98,3,2,1,Jardim Carvalho,-25.07161081111994,-50.15591406860255
Apartamento em Contorno,"Rua Balduino Taques, 299 - Contorno",139512,40,1,1,0,Contorno,-25.12391273500767,-50.19717279484585
Apartamento em Olarias,"Av. Carlos Cavalcanti, 389 - Olarias",133937,45,1,1,0,Olarias,-25.101264169423512,-50.13421007569328
Apartamento em Jardim America,"Av. Vicente Machado, 1643 - Jardim America",131684,55,2,1,1,Jardim America,-25.114810380428143,-50.13726450196213
Apartamento em Uvaranas,"Av. Vicente Machado, 677 - Uvaranas",55892,43,2,1,0,Uvaranas,-25.081784913370896,-50.13268860887952
Apartamento em Jardim America,"Rua Paula Xavier, 2660 - Jardim America",254240,71,2,2,1,Jardim America,-25.111597113064683,-50.138817153842716
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1780 - Jardim Carvalho",485698,99,4,2,1,Jardim Carvalho,-25.076022197574723,-50.152285443215575
Apartamento em Contorno,"Rua do Rosario, 547 - Contorno",185697,82,2,2,1,Contorno,-25.11603969005782,-50.20450330057987
Apartamento em Chapada,"Rua Paula Xavier, 2109 - Chapada",135703,58,2,1,1,Chapada,-25.03964419032114,-50.17017060766574
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1961 - Orfãs",241593,52,2,1,1,Orfãs,-25.066427436931058,-50.16752563573103
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 379 - Boa Vista",127399,34,1,1,0,Boa Vista,-25.057752186380927,-50.15860662113408
Apartamento em Vila Estrela,"Rua do Rosario, 773 - Vila Estrela",573223,77,2,2,1,Vila Estrela,-25.116805319809632,-50.15122178107443
Apartamento em Vila Estrela,"Rua Balduino Taques, 175 - Vila Estrela",194709,42,1,1,0,Vila Estrela,-25.11059104701514,-50.1475743595022
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 2780 - Jardim Sabara",83310,39,1,1,0,Jardim Sabara,-25.043633752913525,-50.17391224279299
Apartamento em Ronda,"Rua Comendador Miró, 645 - Ronda",104721,52,2,1,1,Ronda,-25.09486889477215,-50.18390782859098
Apartamento em Santa Paula,"Rua Comendador Miró, 2159 - Santa Paula",189441,58,2,1,1,Santa Paula,-25.127164197611734,-50.17635642896357
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 334 - Uvaranas",107099,39,1,1,0,Uvaranas,-25.081061831696964,-50.140055030058654
Apartamento em Santa Paula,"Av. Vicente Machado, 2812 - Santa Paula",166971,93,3,2,1,Santa Paula,-25.131342031798653,-50.175450783981525
Apartamento em Contorno,"Rua do Rosario, 1761 - Contorno",170153,89,2,2,1,Contorno,-25.118820539785688,-50.201919806693006
Apartamento em Contorno,"Rua do Rosario, 323 - Contorno",124499,54,2,1,1,Contorno,-25.12054277056141,-50.19909501175509
Apartamento em Oficinas,"Rua do Rosario, 1750 - Oficinas",443325,97,3,2,1,Oficinas,-25.120652313984795,-50.143343436729815
Apartamento em Vila Estrela,"Rua Comendador Miró, 2960 - Vila Estrela",372201,77,3,2,1,Vila Estrela,-25.11163033409995,-50.15143785015258
Apartamento em Boa Vista,"Rua do Rosario, 344 - Boa Vista",147315,60,2,1,1,Boa Vista,-25.059630300956382,-50.1569009766367
Apartamento em Jardim Sabara,"Rua Comendador Miró, 2719 - Jardim Sabara",173504,54,3,1,1,Jardim Sabara,-25.04540089214669,-50.171121447562015
Apartamento em Santo Antonio,"Av. Vicente Machado, 1619 - Santo Antonio",266564,89,3,2,1,Santo Antonio,-25.06215535826848,-50.12159858048319
Apartamento em Oficinas,"Rua Comendador Miró, 1229 - Oficinas",283335,73,3,2,1,Oficinas,-25.11216368039975,-50.1458584947083
Apartamento em Neves,"Av. Carlos Cavalcanti, 2755 - Neves",38546,30,1,1,0,Neves,-25.05054452860652,-50.1418933557735
Apartamento em Santo Antonio,"Rua Paula Xavier, 1408 - Santo Antonio",148967,53,2,1,1,Santo Antonio,-25.05923076443783,-50.12177227557479
Apartamento em Estrela,"Rua Balduino Taques, 2484 - Estrela",211950,71,2,2,1,Estrela,-25.097224703255044,-50.15925822157902
Apartamento em Boa Vista,"Rua Balduino Taques, 1786 - Boa Vista",186327,76,2,2,1,Boa Vista,-25.059508596886353,-50.160634877277296
Apartamento em Olarias,"Av. Carlos Cavalcanti, 487 - Olarias",110462,43,2,1,0,Olarias,-25.099150906590644,-50.14197358968309
Apartamento em Centro,"Av. Carlos Cavalcanti, 1894 - Centro",531790,82,3,2,1,Centro,-25.089149458195543,-50.16850493847133
Apartamento em Jardim America,"Rua Comendador Miró, 2475 - Jardim America",137297,47,1,1,0,Jardim America,-25.11035213914792,-50.134547084397596
Apartamento em Santa Paula,"Rua do Rosario, 1487 - Santa Paula",108907,55,2,1,1,Santa Paula,-25.131359594740672,-50.177873748886604
Apartamento em Jardim America,"Rua Balduino Taques, 522 - Jardim America",158146,63,2,1,1,Jardim America,-25.107395720798866,-50.13531766110628
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 75 - Jardim Carvalho",197672,43,2,1,0,Jardim Carvalho,-25.074101165535662,-50.15570730920199
Apartamento em Orfãs,"Av. Vicente Machado, 1980 - Orfãs",257646,84,2,2,1,Orfãs,-25.06952873041055,-50.17701251989472
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 2574 - Jardim Carvalho",368868,81,2,2,1,Jardim Carvalho,-25.076680623289853,-50.148072769353064
Apartamento em Olarias,"Rua Paula Xavier, 1908 - Olarias",144720,44,2,1,0,Olarias,-25.10541938720884,-50.14254301208586
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 487 - Jardim Carvalho",225606,84,2,2,1,Jardim Carvalho,-25.078605438126228,-50.15750512297991
Apartamento em Estrela,"Rua Comendador Miró, 2887 - Estrela",147775,49,1,1,0,Estrela,-25.106211419186764,-50.152185796090045
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 90 - Santo Antonio",148660,63,2,1,1,Santo Antonio,-25.05834991150808,-50.11903012459829
Apartamento em Santo Antonio,"Av. Vicente Machado, 1217 - Santo Antonio",147061,59,2,1,1,Santo Antonio,-25.06346033564739,-50.11824659745083
Apartamento em Jardim America,"Rua Balduino Taques, 430 - Jardim America",193585,49,2,1,0,Jardim America,-25.11092546568312,-50.1346970240269
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 2380 - Vila Estrela",395479,73,2,2,1,Vila Estrela,-25.105864162226712,-50.14839365749574
Apartamento em Olarias,"Rua Balduino Taques, 2006 - Olarias",82031,45,1,1,0,Olarias,-25.10155487454783,-50.142543807609506
Apartamento em Jardim America,"Rua do Rosario, 2978 - Jardim America",127019,60,2,1,1,Jardim America,-25.107539801512278,-50.13462426382716
Apartamento em Santa Paula,"Rua Balduino Taques, 2173 - Santa Paula",192687,44,1,1,0,Santa Paula,-25.12962346535179,-50.171537039776794
Apartamento em Centro,"Rua Paula Xavier, 2276 - Centro",380630,87,2,2,1,Centro,-25.094589286866363,-50.171501668300515
Apartamento em Uvaranas,"Rua Comendador Miró, 1718 - Uvaranas",166181,59,2,1,1,Uvaranas,-25.082337180273697,-50.12547693664715
Apartamento em Santa Paula,"Rua do Rosario, 2656 - Santa Paula",105818,30,2,1,0,Santa Paula,-25.128427449915595,-50.181189782348
Apartamento em Chapada,"Av. Carlos Cavalcanti, 95 - Chapada",27751,47,1,1,0,Chapada,-25.035478184231422,-50.174885454800545
Apartamento em Estrela,"Av. Vicente Machado, 1932 - Estrela",188489,41,1,1,0,Estrela,-25.102859008134907,-50.15406565335275
Apartamento em Chapada,"Rua do Rosario, 909 - Chapada",6009,64,2,1,1,Chapada,-25.04102607669238,-50.1693191290874
Apartamento em Neves,"Rua Comendador Miró, 2700 - Neves",105102,39,1,1,0,Neves,-25.050524355140144,-50.14181237283442
Apartamento em Santo Antonio,"Rua Paula Xavier, 2971 - Santo Antonio",68462,40,2,1,0,Santo Antonio,-25.06078559817861,-50.1181705754372
Apartamento em Jardim America,"Rua Comendador Miró, 2682 - Jardim America",116479,45,1,1,0,Jardim America,-25.1196565951054,-50.13536868254008
Apartamento em Chapada,"Av. Vicente Machado, 2557 - Chapada",86857,30,1,1,0,Chapada,-25.032841796919907,-50.16976031170498
Apartamento em Orfãs,"Rua Comendador Miró, 363 - Orfãs",124227,47,1,1,0,Orfãs,-25.068454441912333,-50.175519978129394
Apartamento em Santa Paula,"Av. Vicente Machado, 650 - Santa Paula",105566,46,2,1,0,Santa Paula,-25.126808159458392,-50.18291280158008
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2032 - Santa Paula",97286,31,2,1,0,Santa Paula,-25.135579354802477,-50.18458633208191
Apartamento em Contorno,"Rua do Rosario, 202 - Contorno",162329,64,2,1,1,Contorno,-25.120059957037103,-50.20270867229639
Apartamento em Centro,"Rua Paula Xavier, 1472 - Centro",576087,74,2,2,1,Centro,-25.092331938929835,-50.1666497072569
Apartamento em Estrela,"Rua do Rosario, 140 - Estrela",145329,38,2,1,0,Estrela,-25.10707286629058,-50.157481824027705
Apartamento em Uvaranas,"Rua Balduino Taques, 2539 - Uvaranas",41050,70,2,2,1,Uvaranas,-25.07884208820387,-50.1290700289657
Apartamento em Ronda,"Av. Vicente Machado, 2002 - Ronda",192157,77,3,2,1,Ronda,-25.09823039606638,-50.185243579399035
Apartamento em Boa Vista,"Rua Paula Xavier, 201 - Boa Vista",88280,63,2,1,1,Boa Vista,-25.058109424346235,-50.16306878142927
Apartamento em Olarias,"Av. Vicente Machado, 2836 - Olarias",243698,61,2,1,1,Olarias,-25.095673927753978,-50.14230608281018
Apartamento em Jardim Sabara,"Rua Balduino Taques, 2903 - Jardim Sabara",146948,54,2,1,1,Jardim Sabara,-25.04450175483981,-50.17213665179622
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 1882 - Oficinas",192911,100,3,2,2,Oficinas,-25.119376025923362,-50.14103850485382
Apartamento em Nova Russia,"Rua do Rosario, 2507 - Nova Russia",126712,63,2,1,1,Nova Russia,-25.075670760884087,-50.176620359276136
Apartamento em Nova Russia,"Rua Balduino Taques, 2087 - Nova Russia",47483,38,1,1,0,Nova Russia,-25.080483635035094,-50.17775759787131
Apartamento em Nova Russia,"Rua Balduino Taques, 851 - Nova Russia",178755,49,2,1,0,Nova Russia,-25.07646689241819,-50.17949136473314
Apartamento em Chapada,"Rua Paula Xavier, 2910 - Chapada",194118,53,3,1,1,Chapada,-25.03583180728093,-50.16653830617399
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 416 - Santo Antonio",72880,71,2,2,1,Santo Antonio,-25.06281514239969,-50.118017992268925
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 574 - Jardim Carvalho",489704,119,3,2,2,Jardim Carvalho,-25.073929932751756,-50.15631617011358
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 1712 - Nova Russia",85685,34,1,1,0,Nova Russia,-25.075986779735587,-50.175576057622024
Apartamento em Centro,"Rua Paula Xavier, 2078 - Centro",1133231,216,4,5,4,Centro,-25.09485392504602,-50.16304687461397
