titulo,endereco,preco,area,quartos,banheiros,vagas,bairro
Apartamento em Olarias,"Rua Comendador Miró, 1675 - Olarias",351304,95,3,2,1,Olarias
Apartamento em Orfãs,"Rua Paula Xavier, 989 - Orfãs",152845,45,2,1,0,Orfãs
Apartamento em Uvaranas,"Rua Comendador Miró, 1258 - Uvaranas",367547,88,3,2,1,Uvaranas
Apartamento em Estrela,"Rua do Rosario, 2400 - Estrela",217305,52,2,1,1,Estrela
Apartamento em Centro,"Av. Carlos Cavalcanti, 577 - Centro",413822,84,2,2,1,Centro
Apartamento em Jardim America,"Rua Paula Xavier, 2577 - Jardim America",232233,84,3,2,1,Jardim America
Apartamento em Santo Antonio,"Rua Balduino Taques, 2579 - Santo Antonio",124937,39,1,1,0,Santo Antonio
Apartamento em Uvaranas,"Rua Comendador Miró, 1373 - Uvaranas",212470,59,2,1,1,Uvaranas
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1115 - Jardim Sabara",256170,84,3,2,1,Jardim Sabara
Apartamento em Olarias,"Av. Vicente Machado, 2814 - Olarias",86979,54,2,1,1,Olarias
Apartamento em Uvaranas,"Rua Paula Xavier, 234 - Uvaranas",70544,34,1,1,0,Uvaranas
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1500 - Jardim Sabara",319397,115,3,2,2,Jardim Sabara
Apartamento em Oficinas,"Rua Paula Xavier, 1916 - Oficinas",109554,66,3,1,1,Oficinas
Apartamento em Oficinas,"Av. Vicente Machado, 2664 - Oficinas",285697,69,2,1,1,Oficinas
Apartamento em Olarias,"Rua do Rosario, 2915 - Olarias",86741,36,1,1,0,Olarias
Apartamento em Orfãs,"Rua Paula Xavier, 987 - Orfãs",197837,53,3,1,1,Orfãs
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2386 - Olarias",58348,78,3,2,1,Olarias
Apartamento em Orfãs,"Av. Vicente Machado, 1322 - Orfãs",298711,67,2,1,1,Orfãs
Apartamento em Chapada,"Rua do Rosario, 2796 - Chapada",201244,75,2,2,1,Chapada
Apartamento em Vila Estrela,"Rua Balduino Taques, 1537 - Vila Estrela",688409,129,3,3,2,Vila Estrela
Apartamento em Chapada,"Rua do Rosario, 2167 - Chapada",180961,80,2,2,1,Chapada
Apartamento em Nova Russia,"Rua do Rosario, 2788 - Nova Russia",157127,57,2,1,1,Nova Russia
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2553 - Olarias",87553,59,2,1,1,Olarias
Apartamento em Chapada,"Rua Comendador Miró, 278 - Chapada",82549,45,1,1,0,Chapada
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 367 - Orfãs",128861,48,1,1,0,Orfãs
Apartamento em Uvaranas,"Av. Vicente Machado, 1191 - Uvaranas",340185,81,2,2,1,Uvaranas
Apartamento em Uvaranas,"Rua Paula Xavier, 468 - Uvaranas",149342,37,2,1,0,Uvaranas
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2142 - Jardim Carvalho",270664,53,2,1,1,Jardim Carvalho
Apartamento em Centro,"Rua Comendador Miró, 2227 - Centro",245300,62,2,1,1,Centro
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1828 - Jardim Carvalho",521312,76,2,2,1,Jardim Carvalho
Apartamento em Centro,"Rua Balduino Taques, 100 - Centro",752692,114,3,2,2,Centro
Apartamento em Ronda,"Rua do Rosario, 2650 - Ronda",152001,35,1,1,0,Ronda
Apartamento em Neves,"Rua Paula Xavier, 2695 - Neves",270068,77,2,2,1,Neves
Apartamento em Neves,"Rua Comendador Miró, 2864 - Neves",125654,73,2,2,1,Neves
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1885 - Jardim Sabara",138445,50,2,1,1,Jardim Sabara
Apartamento em Contorno,"Rua Paula Xavier, 713 - Contorno",80997,44,1,1,0,Contorno
Apartamento em Boa Vista,"Rua Paula Xavier, 1190 - Boa Vista",223551,54,2,1,1,Boa Vista
Apartamento em Oficinas,"Rua Paula Xavier, 1877 - Oficinas",222670,52,3,1,1,Oficinas
Apartamento em Estrela,"Av. Vicente Machado, 2925 - Estrela",250253,92,3,2,1,Estrela
Apartamento em Olarias,"Av. Vicente Machado, 2910 - Olarias",68176,48,1,1,0,Olarias
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 178 - Jardim Carvalho",474797,94,4,2,1,Jardim Carvalho
Apartamento em Neves,"Av. Carlos Cavalcanti, 1076 - Neves",143760,61,2,1,1,Neves
Apartamento em Chapada,"Rua do Rosario, 2906 - Chapada",207691,68,3,1,1,Chapada
Apartamento em Oficinas,"Rua Paula Xavier, 615 - Oficinas",153365,61,2,1,1,Oficinas
Apartamento em Chapada,"Av. Vicente Machado, 2195 - Chapada",245362,71,2,2,1,Chapada
Apartamento em Contorno,"Rua Balduino Taques, 1667 - Contorno",84102,60,3,1,1,Contorno
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1321 - Santa Paula",50458,55,2,1,1,Santa Paula
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2247 - Jardim Carvalho",478645,61,3,1,1,Jardim Carvalho
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1220 - Jardim Sabara",124612,68,2,1,1,Jardim Sabara
Apartamento em Santa Paula,"Rua do Rosario, 2741 - Santa Paula",56959,45,1,1,0,Santa Paula
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1820 - Jardim Carvalho",406731,69,2,1,1,Jardim Carvalho
Apartamento em Neves,"Rua Comendador Miró, 1971 - Neves",157163,68,2,1,1,Neves
Apartamento em Oficinas,"Rua do Rosario, 488 - Oficinas",282351,72,3,2,1,Oficinas
Apartamento em Contorno,"Rua do Rosario, 912 - Contorno",135950,61,3,1,1,Contorno
Apartamento em Santo Antonio,"Rua Paula Xavier, 235 - Santo Antonio",148862,62,2,1,1,Santo Antonio
Apartamento em Orfãs,"Av. Vicente Machado, 1148 - Orfãs",189193,63,2,1,1,Orfãs
Apartamento em Orfãs,"Rua do Rosario, 1834 - Orfãs",163152,65,3,1,1,Orfãs
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 806 - Uvaranas",72196,39,1,1,0,Uvaranas
Apartamento em Santa Paula,"Rua do Rosario, 2105 - Santa Paula",157001,58,2,1,1,Santa Paula
Apartamento em Oficinas,"Rua Paula Xavier, 1638 - Oficinas",248406,58,2,1,1,Oficinas
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1524 - Jardim Carvalho",628552,112,3,2,2,Jardim Carvalho
Apartamento em Jardim America,"Rua Paula Xavier, 1422 - Jardim America",119944,42,1,1,0,Jardim America
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2307 - Chapada",157169,60,2,1,1,Chapada
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1712 - Uvaranas",75172,30,1,1,0,Uvaranas
Apartamento em Santo Antonio,"Rua Comendador Miró, 1746 - Santo Antonio",278609,106,3,2,2,Santo Antonio
Apartamento em Vila Estrela,"Rua do Rosario, 2459 - Vila Estrela",298816,67,3,1,1,Vila Estrela
Apartamento em Uvaranas,"Rua Paula Xavier, 1954 - Uvaranas",165122,59,3,1,1,Uvaranas
Apartamento em Jardim Sabara,"Rua Balduino Taques, 2429 - Jardim Sabara",127804,37,1,1,0,Jardim Sabara
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2626 - Jardim America",200531,65,3,1,1,Jardim America
Apartamento em Boa Vista,"Rua do Rosario, 1902 - Boa Vista",143176,60,2,1,1,Boa Vista
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1195 - Jardim Carvalho",831111,127,4,3,2,Jardim Carvalho
Apartamento em Olarias,"Rua Paula Xavier, 2407 - Olarias",109405,69,2,1,1,Olarias
Apartamento em Contorno,"Rua Comendador Miró, 1908 - Contorno",134653,55,2,1,1,Contorno
Apartamento em Ronda,"Rua Balduino Taques, 640 - Ronda",133044,52,3,1,1,Ronda
Apartamento em Boa Vista,"Rua Comendador Miró, 2617 - Boa Vista",183028,53,2,1,1,Boa Vista
Apartamento em Santa Paula,"Rua Comendador Miró, 1188 - Santa Paula",77009,48,2,1,0,Santa Paula
Apartamento em Vila Estrela,"Rua Comendador Miró, 2651 - Vila Estrela",774402,147,4,3,2,Vila Estrela
Apartamento em Ronda,"Rua Paula Xavier, 2029 - Ronda",125263,42,2,1,0,Ronda
Apartamento em Uvaranas,"Rua Paula Xavier, 2390 - Uvaranas",264800,59,2,1,1,Uvaranas
Apartamento em Santa Paula,"Rua Paula Xavier, 2582 - Santa Paula",183056,52,2,1,1,Santa Paula
Apartamento em Santa Paula,"Rua Balduino Taques, 1538 - Santa Paula",204868,70,2,2,1,Santa Paula
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1073 - Jardim Sabara",257117,74,2,2,1,Jardim Sabara
Apartamento em Estrela,"Av. Vicente Machado, 1319 - Estrela",262331,60,2,1,1,Estrela
Apartamento em Santo Antonio,"Av. Vicente Machado, 1473 - Santo Antonio",122556,60,2,1,1,Santo Antonio
Apartamento em Estrela,"Rua Paula Xavier, 1728 - Estrela",274853,62,3,1,1,Estrela
Apartamento em Chapada,"Rua Paula Xavier, 2179 - Chapada",281579,84,3,2,1,Chapada
Apartamento em Uvaranas,"Rua Comendador Miró, 760 - Uvaranas",74211,42,1,1,0,Uvaranas
Apartamento em Nova Russia,"Av. Vicente Machado, 2237 - Nova Russia",140874,59,2,1,1,Nova Russia
Apartamento em Neves,"Rua Comendador Miró, 1243 - Neves",168508,81,2,2,1,Neves
Apartamento em Boa Vista,"Rua Comendador Miró, 1494 - Boa Vista",156158,55,2,1,1,Boa Vista
Apartamento em Nova Russia,"Rua Paula Xavier, 598 - Nova Russia",48645,36,1,1,0,Nova Russia
Apartamento em Centro,"Rua Paula Xavier, 1537 - Centro",206017,38,2,1,0,Centro
Apartamento em Santa Paula,"Av. Vicente Machado, 429 - Santa Paula",172125,52,2,1,1,Santa Paula
Apartamento em Orfãs,"Av. Vicente Machado, 781 - Orfãs",896831,133,4,3,2,Orfãs
Apartamento em Olarias,"Rua do Rosario, 2189 - Olarias",122451,52,2,1,1,Olarias
Apartamento em Olarias,"Rua Balduino Taques, 1719 - Olarias",299978,91,3,2,1,Olarias
Apartamento em Santo Antonio,"Rua Balduino Taques, 547 - Santo Antonio",36876,31,1,1,0,Santo Antonio
Apartamento em Centro,"Rua Paula Xavier, 2840 - Centro",459565,113,3,2,2,Centro
Apartamento em Chapada,"Av. Carlos Cavalcanti, 2457 - Chapada",217312,75,3,2,1,Chapada
Apartamento em Jardim Sabara,"Rua Paula Xavier, 715 - Jardim Sabara",46207,30,1,1,0,Jardim Sabara
Apartamento em Contorno,"Rua Balduino Taques, 920 - Contorno",133829,42,2,1,0,Contorno
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2828 - Jardim Carvalho",187365,95,3,2,1,Jardim Carvalho
Apartamento em Ronda,"Av. Vicente Machado, 543 - Ronda",162996,52,2,1,1,Ronda
Apartamento em Uvaranas,"Rua Balduino Taques, 328 - Uvaranas",110953,52,2,1,1,Uvaranas
Apartamento em Centro,"Av. Carlos Cavalcanti, 184 - Centro",231094,52,2,1,1,Centro
Apartamento em Orfãs,"Rua Comendador Miró, 2113 - Orfãs",214469,77,3,2,1,Orfãs
Apartamento em Oficinas,"Rua Paula Xavier, 187 - Oficinas",267517,70,2,2,1,Oficinas
Apartamento em Uvaranas,"Rua Balduino Taques, 405 - Uvaranas",86897,51,2,1,1,Uvaranas
Apartamento em Nova Russia,"Av. Vicente Machado, 2416 - Nova Russia",43225,57,2,1,1,Nova Russia
Apartamento em Orfãs,"Rua Paula Xavier, 129 - Orfãs",207012,42,2,1,0,Orfãs
Apartamento em Uvaranas,"Rua Comendador Miró, 1146 - Uvaranas",121875,60,3,1,1,Uvaranas
Apartamento em Chapada,"Rua do Rosario, 2994 - Chapada",164606,47,1,1,0,Chapada
Apartamento em Ronda,"Rua Balduino Taques, 415 - Ronda",58385,30,1,1,0,Ronda
Apartamento em Centro,"Av. Vicente Machado, 2210 - Centro",1046496,203,6,4,4,Centro
Apartamento em Centro,"Rua Balduino Taques, 886 - Centro",482027,89,2,2,1,Centro
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1511 - Jardim Sabara",148913,54,2,1,1,Jardim Sabara
Apartamento em Estrela,"Rua Balduino Taques, 750 - Estrela",228393,85,2,2,1,Estrela
Apartamento em Chapada,"Av. Carlos Cavalcanti, 887 - Chapada",144752,54,2,1,1,Chapada
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1297 - Jardim Sabara",137576,80,2,2,1,Jardim Sabara
Apartamento em Nova Russia,"Rua do Rosario, 566 - Nova Russia",139461,46,1,1,0,Nova Russia
Apartamento em Santa Paula,"Rua Comendador Miró, 1190 - Santa Paula",155168,47,1,1,0,Santa Paula
Apartamento em Olarias,"Rua Balduino Taques, 1353 - Olarias",80599,43,1,1,0,Olarias
Apartamento em Santa Paula,"Rua Paula Xavier, 1881 - Santa Paula",67154,62,3,1,1,Santa Paula
Apartamento em Contorno,"Av. Carlos Cavalcanti, 935 - Contorno",38298,37,1,1,0,Contorno
Apartamento em Olarias,"Av. Carlos Cavalcanti, 783 - Olarias",44495,53,2,1,1,Olarias
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2791 - Uvaranas",116607,49,1,1,0,Uvaranas
Apartamento em Chapada,"Rua Comendador Miró, 2023 - Chapada",63305,38,2,1,0,Chapada
Apartamento em Nova Russia,"Rua do Rosario, 2707 - Nova Russia",132088,46,1,1,0,Nova Russia
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1650 - Uvaranas",112876,41,2,1,0,Uvaranas
Apartamento em Nova Russia,"Av. Vicente Machado, 275 - Nova Russia",211588,80,2,2,1,Nova Russia
Apartamento em Chapada,"Rua Paula Xavier, 830 - Chapada",142508,48,1,1,0,Chapada
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 2980 - Jardim America",135287,50,3,1,1,Jardim America
Apartamento em Santa Paula,"Rua Comendador Miró, 2393 - Santa Paula",122808,49,1,1,0,Santa Paula
Apartamento em Boa Vista,"Rua Comendador Miró, 1649 - Boa Vista",137374,58,2,1,1,Boa Vista
Apartamento em Chapada,"Rua do Rosario, 1666 - Chapada",68212,40,1,1,0,Chapada
Apartamento em Santa Paula,"Av. Vicente Machado, 1872 - Santa Paula",45842,33,1,1,0,Santa Paula
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2046 - Nova Russia",86991,57,3,1,1,Nova Russia
Apartamento em Ronda,"Av. Vicente Machado, 131 - Ronda",112503,63,2,1,1,Ronda
Apartamento em Nova Russia,"Rua Balduino Taques, 2050 - Nova Russia",75833,30,1,1,0,Nova Russia
Apartamento em Centro,"Av. Carlos Cavalcanti, 2486 - Centro",741825,124,3,3,2,Centro
Apartamento em Neves,"Rua do Rosario, 2562 - Neves",103999,61,3,1,1,Neves
Apartamento em Nova Russia,"Rua Comendador Miró, 2139 - Nova Russia",101628,56,2,1,1,Nova Russia
Apartamento em Santa Paula,"Av. Vicente Machado, 1212 - Santa Paula",46140,31,1,1,0,Santa Paula
Apartamento em Santa Paula,"Rua Paula Xavier, 2231 - Santa Paula",114074,52,2,1,1,Santa Paula
Apartamento em Neves,"Rua do Rosario, 2248 - Neves",82910,38,1,1,0,Neves
Apartamento em Centro,"Rua Balduino Taques, 1772 - Centro",440015,100,3,2,2,Centro
Apartamento em Nova Russia,"Rua Paula Xavier, 1551 - Nova Russia",140452,57,2,1,1,Nova Russia
Apartamento em Santo Antonio,"Rua Balduino Taques, 734 - Santo Antonio",151220,77,2,2,1,Santo Antonio
Apartamento em Olarias,"Rua Paula Xavier, 2902 - Olarias",98220,63,2,1,1,Olarias
Apartamento em Estrela,"Av. Vicente Machado, 1289 - Estrela",360505,77,2,2,1,Estrela
Apartamento em Jardim America,"Rua Balduino Taques, 2340 - Jardim America",107547,46,1,1,0,Jardim America
Apartamento em Santa Paula,"Rua Comendador Miró, 2219 - Santa Paula",116510,35,1,1,0,Santa Paula
Apartamento em Santa Paula,"Av. Vicente Machado, 2085 - Santa Paula",82747,48,1,1,0,Santa Paula
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 2430 - Oficinas",350586,74,2,2,1,Oficinas
Apartamento em Jardim America,"Rua Paula Xavier, 1175 - Jardim America",84552,49,1,1,0,Jardim America
Apartamento em Neves,"Rua do Rosario, 194 - Neves",88375,44,2,1,0,Neves
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2401 - Jardim Carvalho",336353,52,2,1,1,Jardim Carvalho
Apartamento em Centro,"Rua Comendador Miró, 1407 - Centro",926646,125,3,3,2,Centro
Apartamento em Jardim America,"Rua Paula Xavier, 1473 - Jardim America",158516,47,2,1,0,Jardim America
Apartamento em Vila Estrela,"Rua Comendador Miró, 1010 - Vila Estrela",238754,50,2,1,1,Vila Estrela
Apartamento em Ronda,"Rua Paula Xavier, 2437 - Ronda",131057,63,2,1,1,Ronda
Apartamento em Uvaranas,"Rua Balduino Taques, 1258 - Uvaranas",137937,39,1,1,0,Uvaranas
Apartamento em Nova Russia,"Rua Balduino Taques, 2215 - Nova Russia",114794,52,2,1,1,Nova Russia
Apartamento em Neves,"Rua Comendador Miró, 1740 - Neves",89918,65,3,1,1,Neves
Apartamento em Jardim Sabara,"Rua Paula Xavier, 93 - Jardim Sabara",97961,51,2,1,1,Jardim Sabara
Apartamento em Santa Paula,"Rua Paula Xavier, 1557 - Santa Paula",91952,43,1,1,0,Santa Paula
Apartamento em Jardim America,"Rua Balduino Taques, 2010 - Jardim America",127212,51,2,1,1,Jardim America
Apartamento em Nova Russia,"Av. Vicente Machado, 1386 - Nova Russia",94708,43,1,1,0,Nova Russia
Apartamento em Santa Paula,"Rua Comendador Miró, 1400 - Santa Paula",245250,89,2,2,1,Santa Paula
Apartamento em Estrela,"Rua Paula Xavier, 1795 - Estrela",323949,89,2,2,1,Estrela
Apartamento em Orfãs,"Rua Balduino Taques, 2204 - Orfãs",145574,69,2,1,1,Orfãs
Apartamento em Orfãs,"Rua Balduino Taques, 1227 - Orfãs",100910,42,1,1,0,Orfãs
Apartamento em Jardim America,"Rua do Rosario, 386 - Jardim America",148863,78,2,2,1,Jardim America
Apartamento em Nova Russia,"Rua Paula Xavier, 285 - Nova Russia",189080,58,2,1,1,Nova Russia
Apartamento em Jardim Sabara,"Av. Vicente Machado, 1432 - Jardim Sabara",64965,51,2,1,1,Jardim Sabara
Apartamento em Uvaranas,"Rua Paula Xavier, 2077 - Uvaranas",156257,57,2,1,1,Uvaranas
Apartamento em Contorno,"Rua do Rosario, 1293 - Contorno",42023,41,1,1,0,Contorno
Apartamento em Orfãs,"Rua Paula Xavier, 2569 - Orfãs",268001,78,2,2,1,Orfãs
Apartamento em Jardim Sabara,"Rua do Rosario, 749 - Jardim Sabara",38641,52,2,1,1,Jardim Sabara
Apartamento em Centro,"Rua do Rosario, 774 - Centro",657036,126,3,3,2,Centro
Apartamento em Santa Paula,"Rua Comendador Miró, 1924 - Santa Paula",198528,65,2,1,1,Santa Paula
Apartamento em Boa Vista,"Rua do Rosario, 2526 - Boa Vista",55801,30,1,1,0,Boa Vista
Apartamento em Vila Estrela,"Rua Comendador Miró, 2577 - Vila Estrela",590996,134,3,3,2,Vila Estrela
Apartamento em Oficinas,"Rua Paula Xavier, 1904 - Oficinas",401263,82,2,2,1,Oficinas
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2817 - Jardim Carvalho",586977,104,3,2,2,Jardim Carvalho
Apartamento em Contorno,"Av. Carlos Cavalcanti, 1315 - Contorno",106865,52,2,1,1,Contorno
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 1103 - Uvaranas",157245,41,1,1,0,Uvaranas
Apartamento em Contorno,"Rua Paula Xavier, 2823 - Contorno",185799,49,1,1,0,Contorno
Apartamento em Ronda,"Rua Balduino Taques, 624 - Ronda",124612,35,1,1,0,Ronda
Apartamento em Orfãs,"Rua Paula Xavier, 1911 - Orfãs",216552,53,3,1,1,Orfãs
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 1738 - Santa Paula",79331,58,2,1,1,Santa Paula
Apartamento em Oficinas,"Rua Paula Xavier, 568 - Oficinas",229983,51,2,1,1,Oficinas
Apartamento em Centro,"Rua Paula Xavier, 2707 - Centro",236626,86,2,2,1,Centro
Apartamento em Olarias,"Rua Balduino Taques, 2969 - Olarias",155523,64,3,1,1,Olarias
Apartamento em Santa Paula,"Rua Balduino Taques, 353 - Santa Paula",172762,53,2,1,1,Santa Paula
Apartamento em Neves,"Rua Balduino Taques, 1677 - Neves",231095,58,2,1,1,Neves
Apartamento em Chapada,"Rua Balduino Taques, 1635 - Chapada",73354,33,1,1,0,Chapada
Apartamento em Jardim Carvalho,"Rua do Rosario, 2059 - Jardim Carvalho",359268,78,2,2,1,Jardim Carvalho
Apartamento em Nova Russia,"Rua do Rosario, 2161 - Nova Russia",202631,62,2,1,1,Nova Russia
Apartamento em Boa Vista,"Rua Balduino Taques, 985 - Boa Vista",88720,57,2,1,1,Boa Vista
Apartamento em Nova Russia,"Rua Paula Xavier, 1358 - Nova Russia",261201,86,2,2,1,Nova Russia
Apartamento em Jardim America,"Rua Comendador Miró, 976 - Jardim America",218280,68,2,1,1,Jardim America
Apartamento em Vila Estrela,"Rua Balduino Taques, 727 - Vila Estrela",534463,105,3,2,2,Vila Estrela
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 1682 - Orfãs",208978,44,1,1,0,Orfãs
Apartamento em Boa Vista,"Rua Balduino Taques, 2018 - Boa Vista",95479,43,1,1,0,Boa Vista
Apartamento em Olarias,"Rua Balduino Taques, 1306 - Olarias",218659,78,2,2,1,Olarias
Apartamento em Olarias,"Rua Comendador Miró, 1019 - Olarias",60672,30,1,1,0,Olarias
Apartamento em Boa Vista,"Av. Vicente Machado, 1496 - Boa Vista",154085,71,2,2,1,Boa Vista
Apartamento em Santa Paula,"Rua Paula Xavier, 96 - Santa Paula",181666,62,2,1,1,Santa Paula
Apartamento em Oficinas,"Rua Comendador Miró, 233 - Oficinas",144900,45,1,1,0,Oficinas
Apartamento em Ronda,"Av. Carlos Cavalcanti, 1276 - Ronda",122313,42,1,1,0,Ronda
Apartamento em Chapada,"Rua Comendador Miró, 509 - Chapada",271825,64,2,1,1,Chapada
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1601 - Olarias",91596,45,1,1,0,Olarias
Apartamento em Centro,"Av. Carlos Cavalcanti, 1056 - Centro",393707,81,2,2,1,Centro
Apartamento em Contorno,"Av. Vicente Machado, 1228 - Contorno",193427,57,3,1,1,Contorno
Apartamento em Orfãs,"Av. Vicente Machado, 1807 - Orfãs",323899,117,3,2,2,Orfãs
Apartamento em Neves,"Rua Comendador Miró, 1674 - Neves",172682,68,2,1,1,Neves
Apartamento em Oficinas,"Rua Balduino Taques, 2023 - Oficinas",213991,74,2,2,1,Oficinas
Apartamento em Santa Paula,"Rua Paula Xavier, 2948 - Santa Paula",82466,30,1,1,0,Santa Paula
Apartamento em Vila Estrela,"Rua Comendador Miró, 1078 - Vila Estrela",1203436,150,4,3,2,Vila Estrela
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 2476 - Jardim Sabara",85107,39,2,1,0,Jardim Sabara
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2857 - Olarias",155570,56,2,1,1,Olarias
Apartamento em Centro,"Rua Comendador Miró, 2637 - Centro",536749,97,3,2,1,Centro
Apartamento em Estrela,"Rua Comendador Miró, 567 - Estrela",408636,102,3,2,2,Estrela
Apartamento em Centro,"Rua Comendador Miró, 1261 - Centro",345277,59,2,1,1,Centro
Apartamento em Neves,"Rua Balduino Taques, 656 - Neves",319514,89,2,2,1,Neves
Apartamento em Ronda,"Rua Comendador Miró, 542 - Ronda",190822,38,1,1,0,Ronda
Apartamento em Vila Estrela,"Rua Paula Xavier, 1859 - Vila Estrela",209208,39,1,1,0,Vila Estrela
Apartamento em Santa Paula,"Av. Vicente Machado, 1077 - Santa Paula",135355,46,1,1,0,Santa Paula
Apartamento em Estrela,"Rua Paula Xavier, 1164 - Estrela",282019,52,2,1,1,Estrela
Apartamento em Orfãs,"Rua Paula Xavier, 755 - Orfãs",103216,57,3,1,1,Orfãs
Apartamento em Jardim America,"Rua do Rosario, 929 - Jardim America",62533,68,2,1,1,Jardim America
Apartamento em Centro,"Rua do Rosario, 2660 - Centro",173116,91,3,2,1,Centro
Apartamento em Ronda,"Av. Carlos Cavalcanti, 822 - Ronda",41049,49,1,1,0,Ronda
Apartamento em Boa Vista,"Av. Vicente Machado, 213 - Boa Vista",228882,60,2,1,1,Boa Vista
Apartamento em Jardim America,"Rua do Rosario, 1075 - Jardim America",97697,54,2,1,1,Jardim America
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 706 - Jardim Carvalho",542918,108,4,2,2,Jardim Carvalho
